data,ano,trimestre,servico,faixa_etaria,regiao,classe_social,tamanho_amostra,usuarios_ativos,penetracao_percentual,frequencia_uso_semanal,satisfacao_media,intencao_continuar_pct,nao_usuarios,potencial_crescimento_pct,nps_estimado
2023-10-01,2023,Q4,Internet Banda Larga,55-64,Sul,C,1170,901,77.03,4.81,9.92,91.12,269,22.97,98.4
2023-10-01,2023,Q4,Internet Banda Larga,55-64,Sul,D/E,967,413,42.8,0.87,6.48,43.71,554,57.2,14.8
2023-10-01,2023,Q4,Internet Banda Larga,55-64,Sudeste,A,902,902,100.0,6.17,6.39,100.0,0,0.0,13.9
2023-10-01,2023,Q4,Internet Banda Larga,55-64,Sudeste,B,1170,1170,100.0,6.01,7.83,100.0,0,0.0,56.6
2023-10-01,2023,Q4,Internet Banda Larga,55-64,Sudeste,C,1171,902,77.03,2.65,5.93,86.9,269,22.97,9.3
2023-10-01,2023,Q4,Internet Banda Larga,55-64,Sudeste,D/E,802,343,42.8,2.39,6.4,58.81,459,57.2,14.0
2023-10-01,2023,Q4,Internet Banda Larga,55-64,Centro-Oeste,A,819,819,100.0,4.09,5.81,90.57,0,0.0,8.1
2023-10-01,2023,Q4,Internet Banda Larga,55-64,Centro-Oeste,B,875,817,93.38,6.18,3.87,83.1,58,6.62,-5.6
2023-10-01,2023,Q4,Internet Banda Larga,55-64,Centro-Oeste,C,835,584,70.03,2.76,8.82,80.45,251,29.97,76.4
2023-10-01,2023,Q4,Internet Banda Larga,55-64,Centro-Oeste,D/E,1193,464,38.91,3.67,8.18,33.28,729,61.09,63.6
2023-10-01,2023,Q4,Internet Banda Larga,55-64,Nordeste,A,825,763,92.6,6.82,7.02,98.08,62,7.4,40.4
2023-10-01,2023,Q4,Internet Banda Larga,55-64,Nordeste,B,1150,912,79.37,3.05,7.09,92.08,238,20.63,41.8
2023-10-01,2023,Q4,Internet Banda Larga,55-64,Nordeste,C,986,586,59.53,3.61,4.47,58.64,400,40.47,-2.7
2023-10-01,2023,Q4,Internet Banda Larga,55-64,Nordeste,D/E,831,274,33.07,1.14,8.44,35.53,557,66.93,68.8
2023-10-01,2023,Q4,Internet Banda Larga,55-64,Norte,A,909,841,92.6,4.64,6.29,82.77,68,7.4,12.9
2023-10-01,2023,Q4,Internet Banda Larga,55-64,Norte,B,1096,869,79.37,3.33,7.5,95.84,227,20.63,50.0
2023-10-01,2023,Q4,Internet Banda Larga,55-64,Norte,C,1092,650,59.53,4.3,5.58,66.99,442,40.47,5.8
2023-10-01,2023,Q4,Internet Banda Larga,55-64,Norte,D/E,1072,354,33.07,1.77,8.7,46.17,718,66.93,74.0
2023-10-01,2023,Q4,Internet Banda Larga,65+,Sul,A,874,874,100.0,3.89,4.91,98.49,0,0.0,-0.4
2023-10-01,2023,Q4,Internet Banda Larga,65+,Sul,B,1141,1141,100.0,4.56,8.33,100.0,0,0.0,66.6
2023-10-01,2023,Q4,Internet Banda Larga,65+,Sul,C,822,633,77.03,5.36,10.0,73.44,189,22.97,100.0
2023-10-01,2023,Q4,Internet Banda Larga,65+,Sul,D/E,1135,485,42.8,0.5,9.89,53.47,650,57.2,97.8
2023-10-01,2023,Q4,Internet Banda Larga,65+,Sudeste,A,997,997,100.0,5.16,8.33,100.0,0,0.0,66.6
2023-10-01,2023,Q4,Internet Banda Larga,65+,Sudeste,B,1078,1078,100.0,4.94,6.26,90.56,0,0.0,12.6
2023-10-01,2023,Q4,Internet Banda Larga,65+,Sudeste,C,1084,835,77.03,3.78,7.41,97.12,249,22.97,48.2
2023-10-01,2023,Q4,Internet Banda Larga,65+,Sudeste,D/E,854,365,42.8,4.37,5.78,47.1,489,57.2,7.8
2023-10-01,2023,Q4,Internet Banda Larga,65+,Centro-Oeste,A,811,811,100.0,6.71,5.33,94.34,0,0.0,3.3
2023-10-01,2023,Q4,Internet Banda Larga,65+,Centro-Oeste,B,986,920,93.38,5.28,7.3,98.94,66,6.62,46.0
2023-10-01,2023,Q4,Internet Banda Larga,65+,Centro-Oeste,C,953,667,70.03,2.83,6.88,53.23,286,29.97,18.8
2023-10-01,2023,Q4,Internet Banda Larga,65+,Centro-Oeste,D/E,1194,464,38.91,0.5,9.78,23.58,730,61.09,95.6
2023-10-01,2023,Q4,Internet Banda Larga,65+,Nordeste,A,908,840,92.6,5.61,5.27,81.08,68,7.4,2.7
2023-10-01,2023,Q4,Internet Banda Larga,65+,Nordeste,B,1106,877,79.37,4.43,5.38,93.52,229,20.63,3.8
2023-10-01,2023,Q4,Internet Banda Larga,65+,Nordeste,C,1064,633,59.53,2.06,9.07,60.21,431,40.47,81.4
2023-10-01,2023,Q4,Internet Banda Larga,65+,Nordeste,D/E,1152,380,33.07,0.5,5.61,28.77,772,66.93,6.1
2023-10-01,2023,Q4,Internet Banda Larga,65+,Norte,A,1187,1099,92.6,3.88,7.66,100.0,88,7.4,53.2
2023-10-01,2023,Q4,Internet Banda Larga,65+,Norte,B,1172,930,79.37,4.06,7.75,89.7,242,20.63,55.0
2023-10-01,2023,Q4,Internet Banda Larga,65+,Norte,C,917,545,59.53,2.11,8.24,61.94,372,40.47,64.8
2023-10-01,2023,Q4,Internet Banda Larga,65+,Norte,D/E,1004,332,33.07,0.5,7.69,36.73,672,66.93,53.8
2023-10-01,2023,Q4,Streaming de Vídeo,18-24,Sul,A,834,834,100.0,12.53,5.55,98.18,0,0.0,5.5
2023-10-01,2023,Q4,Streaming de Vídeo,18-24,Sul,B,991,991,100.0,9.42,6.47,86.77,0,0.0,14.7
2023-10-01,2023,Q4,Streaming de Vídeo,18-24,Sul,C,874,813,93.07,9.56,6.92,100.0,61,6.93,19.2
2023-10-01,2023,Q4,Streaming de Vídeo,18-24,Sul,D/E,836,432,51.7,5.62,6.91,40.01,404,48.3,19.1
2023-10-01,2023,Q4,Streaming de Vídeo,18-24,Sudeste,A,871,871,100.0,12.75,5.32,100.0,0,0.0,3.2
2023-10-01,2023,Q4,Streaming de Vídeo,18-24,Sudeste,B,922,922,100.0,10.11,9.29,100.0,0,0.0,85.8
2023-10-01,2023,Q4,Streaming de Vídeo,18-24,Sudeste,C,1146,1066,93.07,9.79,6.59,60.68,80,6.93,15.9
2023-10-01,2023,Q4,Streaming de Vídeo,18-24,Sudeste,D/E,1045,540,51.7,3.77,8.37,55.77,505,48.3,67.4
2023-10-01,2023,Q4,Streaming de Vídeo,18-24,Centro-Oeste,A,1106,1106,100.0,12.93,5.19,100.0,0,0.0,1.9
2023-10-01,2023,Q4,Streaming de Vídeo,18-24,Centro-Oeste,B,837,837,100.0,10.16,5.19,100.0,0,0.0,1.9
2023-10-01,2023,Q4,Streaming de Vídeo,18-24,Centro-Oeste,C,1174,993,84.61,8.47,3.35,84.45,181,15.39,-8.2
2023-10-01,2023,Q4,Streaming de Vídeo,18-24,Centro-Oeste,D/E,920,432,47.0,4.74,8.69,36.54,488,53.0,73.8
2023-10-01,2023,Q4,Streaming de Vídeo,18-24,Nordeste,A,1149,1149,100.0,9.78,7.65,95.63,0,0.0,53.0
2023-10-01,2023,Q4,Streaming de Vídeo,18-24,Nordeste,B,1097,1051,95.89,9.77,5.61,82.59,46,4.11,6.1
2023-10-01,2023,Q4,Streaming de Vídeo,18-24,Nordeste,C,1141,820,71.91,5.3,7.22,66.44,321,28.09,44.4
2023-10-01,2023,Q4,Streaming de Vídeo,18-24,Nordeste,D/E,897,358,39.95,4.22,6.94,37.7,539,60.05,19.4
2023-10-01,2023,Q4,Streaming de Vídeo,18-24,Norte,A,867,867,100.0,11.35,6.73,100.0,0,0.0,17.3
2023-10-01,2023,Q4,Streaming de Vídeo,18-24,Norte,B,1116,1070,95.89,9.58,5.81,85.55,46,4.11,8.1
2023-10-01,2023,Q4,Streaming de Vídeo,18-24,Norte,C,1158,832,71.91,7.31,5.95,69.0,326,28.09,9.5
2023-10-01,2023,Q4,Streaming de Vídeo,18-24,Norte,D/E,1109,443,39.95,2.73,9.95,51.07,666,60.05,99.0
2023-10-01,2023,Q4,Streaming de Vídeo,25-34,Sul,A,974,974,100.0,12.42,8.36,87.52,0,0.0,67.2
2023-10-01,2023,Q4,Streaming de Vídeo,25-34,Sul,B,901,901,100.0,9.73,5.66,100.0,0,0.0,6.6
2023-10-01,2023,Q4,Streaming de Vídeo,25-34,Sul,C,1043,970,93.07,7.3,5.36,97.0,73,6.93,3.6
2023-10-01,2023,Q4,Streaming de Vídeo,25-34,Sul,D/E,1198,619,51.7,4.55,8.87,67.51,579,48.3,77.4
2023-10-01,2023,Q4,Streaming de Vídeo,25-34,Sudeste,A,1139,1139,100.0,12.14,6.47,100.0,0,0.0,14.7
2023-10-01,2023,Q4,Streaming de Vídeo,25-34,Sudeste,B,863,863,100.0,10.57,4.5,99.54,0,0.0,-2.5
2023-10-01,2023,Q4,Streaming de Vídeo,25-34,Sudeste,C,930,865,93.07,7.75,6.69,100.0,65,6.93,16.9
2023-10-01,2023,Q4,Streaming de Vídeo,25-34,Sudeste,D/E,850,439,51.7,3.27,7.82,49.57,411,48.3,56.4
2023-10-01,2023,Q4,Streaming de Vídeo,25-34,Centro-Oeste,A,817,817,100.0,13.84,7.63,100.0,0,0.0,52.6
2023-10-01,2023,Q4,Streaming de Vídeo,25-34,Centro-Oeste,B,1111,1111,100.0,9.25,7.54,83.02,0,0.0,50.8
2023-10-01,2023,Q4,Streaming de Vídeo,25-34,Centro-Oeste,C,871,736,84.61,5.29,8.49,100.0,135,15.39,69.8
2023-10-01,2023,Q4,Streaming de Vídeo,25-34,Centro-Oeste,D/E,861,404,47.0,5.95,8.17,49.19,457,53.0,63.4
2023-10-01,2023,Q4,Streaming de Vídeo,25-34,Nordeste,A,931,931,100.0,10.72,6.41,100.0,0,0.0,14.1
2023-10-01,2023,Q4,Streaming de Vídeo,25-34,Nordeste,B,1007,965,95.89,9.38,9.54,83.86,42,4.11,90.8
2023-10-01,2023,Q4,Streaming de Vídeo,25-34,Nordeste,C,1196,860,71.91,5.99,5.83,60.02,336,28.09,8.3
2023-10-01,2023,Q4,Streaming de Vídeo,25-34,Nordeste,D/E,1065,425,39.95,4.02,8.66,37.14,640,60.05,73.2
2023-10-01,2023,Q4,Streaming de Vídeo,25-34,Norte,A,1148,1148,100.0,9.6,7.41,98.66,0,0.0,48.2
2023-10-01,2023,Q4,Streaming de Vídeo,25-34,Norte,B,942,903,95.89,10.09,5.52,100.0,39,4.11,5.2
2023-10-01,2023,Q4,Streaming de Vídeo,25-34,Norte,C,1037,745,71.91,6.28,6.68,70.88,292,28.09,16.8
2023-10-01,2023,Q4,Streaming de Vídeo,25-34,Norte,D/E,1106,441,39.95,5.02,7.65,44.27,665,60.05,53.0
2023-10-01,2023,Q4,Streaming de Vídeo,35-44,Sul,A,821,821,100.0,10.17,4.42,100.0,0,0.0,-2.9
2023-10-01,2023,Q4,Streaming de Vídeo,35-44,Sul,B,1096,1046,95.45,7.97,6.79,88.98,50,4.55,17.9
2023-10-01,2023,Q4,Streaming de Vídeo,35-44,Sul,C,1010,723,71.59,7.53,3.64,66.14,287,28.41,-6.8
2023-10-01,2023,Q4,Streaming de Vídeo,35-44,Sul,D/E,903,359,39.77,3.14,7.6,23.91,544,60.23,52.0
2023-10-01,2023,Q4,Streaming de Vídeo,35-44,Sudeste,A,1134,1134,100.0,9.25,7.21,100.0,0,0.0,44.2
2023-10-01,2023,Q4,Streaming de Vídeo,35-44,Sudeste,B,971,926,95.45,8.78,8.34,84.43,45,4.55,66.8
2023-10-01,2023,Q4,Streaming de Vídeo,35-44,Sudeste,C,880,629,71.59,7.82,8.7,61.99,251,28.41,74.0
2023-10-01,2023,Q4,Streaming de Vídeo,35-44,Sudeste,D/E,938,373,39.77,4.46,2.4,40.0,565,60.23,-13.0
2023-10-01,2023,Q4,Streaming de Vídeo,35-44,Centro-Oeste,A,993,993,100.0,9.35,8.24,100.0,0,0.0,64.8
2023-10-01,2023,Q4,Streaming de Vídeo,35-44,Centro-Oeste,B,917,795,86.78,6.62,2.62,99.36,122,13.22,-11.9
2023-10-01,2023,Q4,Streaming de Vídeo,35-44,Centro-Oeste,C,951,618,65.08,5.87,8.41,69.57,333,34.92,68.2
2023-10-01,2023,Q4,Streaming de Vídeo,35-44,Centro-Oeste,D/E,1134,410,36.16,2.58,7.38,41.12,724,63.84,47.6
2023-10-01,2023,Q4,Streaming de Vídeo,35-44,Nordeste,A,855,735,86.05,8.18,10.0,84.94,120,13.95,100.0
2023-10-01,2023,Q4,Streaming de Vídeo,35-44,Nordeste,B,1118,824,73.76,6.53,6.48,74.23,294,26.24,14.8
2023-10-01,2023,Q4,Streaming de Vídeo,35-44,Nordeste,C,905,500,55.32,4.35,8.09,47.29,405,44.68,61.8
2023-10-01,2023,Q4,Streaming de Vídeo,35-44,Nordeste,D/E,1174,360,30.73,3.35,5.68,26.98,814,69.27,6.8
2023-10-01,2023,Q4,Streaming de Vídeo,35-44,Norte,A,1177,1012,86.05,8.4,6.97,71.39,165,13.95,19.7
2023-10-01,2023,Q4,Streaming de Vídeo,35-44,Norte,B,1191,878,73.76,6.74,10.0,73.0,313,26.24,100.0
2023-10-01,2023,Q4,Streaming de Vídeo,35-44,Norte,C,1019,563,55.32,4.42,5.87,49.29,456,44.68,8.7
2023-10-01,2023,Q4,Streaming de Vídeo,35-44,Norte,D/E,933,286,30.73,2.69,6.21,36.6,647,69.27,12.1
2023-10-01,2023,Q4,Streaming de Vídeo,45-54,Sul,A,826,826,100.0,10.94,6.22,100.0,0,0.0,12.2
2023-10-01,2023,Q4,Streaming de Vídeo,45-54,Sul,B,1164,1111,95.45,9.84,5.88,86.79,53,4.55,8.8
2023-10-01,2023,Q4,Streaming de Vídeo,45-54,Sul,C,1092,781,71.59,6.98,7.13,59.0,311,28.41,42.6
2023-10-01,2023,Q4,Streaming de Vídeo,45-54,Sul,D/E,893,355,39.77,3.31,5.91,45.6,538,60.23,9.1
2023-10-01,2023,Q4,Streaming de Vídeo,45-54,Sudeste,A,1190,1190,100.0,10.56,8.63,100.0,0,0.0,72.6
2023-10-01,2023,Q4,Streaming de Vídeo,45-54,Sudeste,B,931,888,95.45,7.79,6.84,98.34,43,4.55,18.4
2023-10-01,2023,Q4,Streaming de Vídeo,45-54,Sudeste,C,875,626,71.59,4.92,10.0,85.12,249,28.41,100.0
2023-10-01,2023,Q4,Streaming de Vídeo,45-54,Sudeste,D/E,1009,401,39.77,4.42,7.03,29.08,608,60.23,40.6
2023-10-01,2023,Q4,Streaming de Vídeo,45-54,Centro-Oeste,A,945,945,100.0,8.44,6.72,87.73,0,0.0,17.2
2023-10-01,2023,Q4,Streaming de Vídeo,45-54,Centro-Oeste,B,1011,877,86.78,7.65,8.57,78.62,134,13.22,71.4
2023-10-01,2023,Q4,Streaming de Vídeo,45-54,Centro-Oeste,C,1103,717,65.08,5.94,7.17,63.68,386,34.92,43.4
2023-10-01,2023,Q4,Streaming de Vídeo,45-54,Centro-Oeste,D/E,824,297,36.16,3.45,6.69,43.01,527,63.84,16.9
2023-10-01,2023,Q4,Streaming de Vídeo,45-54,Nordeste,A,1129,971,86.05,6.88,5.26,88.03,158,13.95,2.6
2023-10-01,2023,Q4,Streaming de Vídeo,45-54,Nordeste,B,967,713,73.76,6.83,5.84,69.9,254,26.24,8.4
2023-10-01,2023,Q4,Streaming de Vídeo,45-54,Nordeste,C,908,502,55.32,5.39,7.9,68.91,406,44.68,58.0
2023-10-01,2023,Q4,Streaming de Vídeo,45-54,Nordeste,D/E,1067,327,30.73,1.67,5.68,25.88,740,69.27,6.8
2023-10-01,2023,Q4,Streaming de Vídeo,45-54,Norte,A,1138,979,86.05,8.22,6.5,74.36,159,13.95,15.0
2023-10-01,2023,Q4,Streaming de Vídeo,45-54,Norte,B,892,657,73.76,7.58,5.84,71.76,235,26.24,8.4
2023-10-01,2023,Q4,Streaming de Vídeo,45-54,Norte,C,1198,662,55.32,3.19,7.32,48.0,536,44.68,46.4
2023-10-01,2023,Q4,Streaming de Vídeo,45-54,Norte,D/E,976,299,30.73,4.43,4.68,12.36,677,69.27,-1.6
2023-10-01,2023,Q4,Streaming de Vídeo,55-64,Sul,A,1139,761,66.82,4.37,4.88,59.21,378,33.18,-0.6
2023-10-01,2023,Q4,Streaming de Vídeo,55-64,Sul,B,1032,591,57.27,4.45,6.83,55.93,441,42.73,18.3
2023-10-01,2023,Q4,Streaming de Vídeo,55-64,Sul,C,970,416,42.95,3.4,9.9,25.49,554,57.05,98.0
2023-10-01,2023,Q4,Streaming de Vídeo,55-64,Sul,D/E,862,205,23.86,2.2,6.65,14.9,657,76.14,16.5
2023-10-01,2023,Q4,Streaming de Vídeo,55-64,Sudeste,A,1136,759,66.82,5.69,8.14,71.93,377,33.18,62.8
2023-10-01,2023,Q4,Streaming de Vídeo,55-64,Sudeste,B,904,517,57.27,4.42,6.57,53.25,387,42.73,15.7
2023-10-01,2023,Q4,Streaming de Vídeo,55-64,Sudeste,C,914,392,42.95,3.2,9.49,41.2,522,57.05,89.8
2023-10-01,2023,Q4,Streaming de Vídeo,55-64,Sudeste,D/E,1187,283,23.86,2.93,4.65,13.55,904,76.14,-1.7
2023-10-01,2023,Q4,Streaming de Vídeo,55-64,Centro-Oeste,A,1116,677,60.74,4.74,5.89,60.99,439,39.26,8.9
2023-10-01,2023,Q4,Streaming de Vídeo,55-64,Centro-Oeste,B,1024,533,52.06,4.58,5.54,60.13,491,47.94,5.4
2023-10-01,2023,Q4,Streaming de Vídeo,55-64,Centro-Oeste,C,1014,395,39.05,3.35,5.39,47.58,619,60.95,3.9
2023-10-01,2023,Q4,Streaming de Vídeo,55-64,Centro-Oeste,D/E,951,206,21.69,4.02,4.51,12.22,745,78.31,-2.5
2023-10-01,2023,Q4,Streaming de Vídeo,55-64,Nordeste,A,957,494,51.63,4.85,6.94,47.29,463,48.37,19.4
2023-10-01,2023,Q4,Streaming de Vídeo,55-64,Nordeste,B,949,419,44.26,3.21,6.95,54.37,530,55.74,19.5
2023-10-01,2023,Q4,Streaming de Vídeo,55-64,Nordeste,C,1054,349,33.19,3.67,6.6,15.16,705,66.81,16.0
2023-10-01,2023,Q4,Streaming de Vídeo,55-64,Nordeste,D/E,883,162,18.44,3.99,9.48,26.48,721,81.56,89.6
2023-10-01,2023,Q4,Streaming de Vídeo,55-64,Norte,A,1189,613,51.63,3.83,5.57,60.06,576,48.37,5.7
2023-10-01,2023,Q4,Streaming de Vídeo,55-64,Norte,B,873,386,44.26,4.19,5.43,49.46,487,55.74,4.3
2023-10-01,2023,Q4,Streaming de Vídeo,55-64,Norte,C,842,279,33.19,3.72,6.19,20.9,563,66.81,11.9
2023-10-01,2023,Q4,Streaming de Vídeo,55-64,Norte,D/E,966,178,18.44,1.35,7.51,7.42,788,81.56,50.2
2023-10-01,2023,Q4,Streaming de Vídeo,65+,Sul,A,1013,676,66.82,5.17,6.14,75.38,337,33.18,11.4
2023-10-01,2023,Q4,Streaming de Vídeo,65+,Sul,B,1104,632,57.27,6.94,6.28,60.75,472,42.73,12.8
2023-10-01,2023,Q4,Streaming de Vídeo,65+,Sul,C,989,424,42.95,4.08,4.35,53.58,565,57.05,-3.3
2023-10-01,2023,Q4,Streaming de Vídeo,65+,Sul,D/E,833,198,23.86,1.5,8.09,11.77,635,76.14,61.8
2023-10-01,2023,Q4,Streaming de Vídeo,65+,Sudeste,A,800,534,66.82,6.4,6.69,73.54,266,33.18,16.9
2023-10-01,2023,Q4,Streaming de Vídeo,65+,Sudeste,B,1012,579,57.27,5.05,7.02,52.41,433,42.73,40.4
2023-10-01,2023,Q4,Streaming de Vídeo,65+,Sudeste,C,1005,431,42.95,4.66,6.71,41.83,574,57.05,17.1
2023-10-01,2023,Q4,Streaming de Vídeo,65+,Sudeste,D/E,1030,245,23.86,2.28,5.24,31.41,785,76.14,2.4
2023-10-01,2023,Q4,Streaming de Vídeo,65+,Centro-Oeste,A,874,530,60.74,5.32,6.24,74.11,344,39.26,12.4
2023-10-01,2023,Q4,Streaming de Vídeo,65+,Centro-Oeste,B,998,519,52.06,3.83,5.9,51.65,479,47.94,9.0
2023-10-01,2023,Q4,Streaming de Vídeo,65+,Centro-Oeste,C,946,369,39.05,3.35,4.97,16.83,577,60.95,-0.2
2023-10-01,2023,Q4,Streaming de Vídeo,65+,Centro-Oeste,D/E,871,188,21.69,2.03,7.85,9.2,683,78.31,57.0
2023-10-01,2023,Q4,Streaming de Vídeo,65+,Nordeste,A,1174,606,51.63,5.96,7.0,53.77,568,48.37,20.0
2023-10-01,2023,Q4,Streaming de Vídeo,65+,Nordeste,B,1088,481,44.26,4.54,6.89,42.62,607,55.74,18.9
2023-10-01,2023,Q4,Streaming de Vídeo,65+,Nordeste,C,944,313,33.19,4.41,6.48,25.9,631,66.81,14.8
2023-10-01,2023,Q4,Streaming de Vídeo,65+,Nordeste,D/E,817,150,18.44,1.5,5.15,2.71,667,81.56,1.5
2023-10-01,2023,Q4,Streaming de Vídeo,65+,Norte,A,856,441,51.63,5.49,6.28,60.2,415,48.37,12.8
2023-10-01,2023,Q4,Streaming de Vídeo,65+,Norte,B,1126,498,44.26,4.42,8.54,41.02,628,55.74,70.8
2023-10-01,2023,Q4,Streaming de Vídeo,65+,Norte,C,805,267,33.19,1.65,9.05,34.93,538,66.81,81.0
2023-10-01,2023,Q4,Streaming de Vídeo,65+,Norte,D/E,803,148,18.44,1.66,4.47,16.03,655,81.56,-2.7
2023-10-01,2023,Q4,Streaming de Música,18-24,Sul,A,1120,1099,98.2,8.63,6.88,78.88,21,1.8,18.8
2023-10-01,2023,Q4,Streaming de Música,18-24,Sul,B,1035,871,84.17,7.44,8.63,64.53,164,15.83,72.6
2023-10-01,2023,Q4,Streaming de Música,18-24,Sul,C,1004,633,63.13,5.37,5.71,53.25,371,36.87,7.1
2023-10-01,2023,Q4,Streaming de Música,18-24,Sul,D/E,899,315,35.07,3.36,8.32,40.5,584,64.93,66.4
2023-10-01,2023,Q4,Streaming de Música,18-24,Sudeste,A,1026,1007,98.2,9.5,8.2,90.25,19,1.8,64.0
2023-10-01,2023,Q4,Streaming de Música,18-24,Sudeste,B,1073,903,84.17,7.27,8.71,79.7,170,15.83,74.2
2023-10-01,2023,Q4,Streaming de Música,18-24,Sudeste,C,901,568,63.13,5.44,5.91,64.46,333,36.87,9.1
2023-10-01,2023,Q4,Streaming de Música,18-24,Sudeste,D/E,1062,372,35.07,2.8,9.24,45.71,690,64.93,84.8
2023-10-01,2023,Q4,Streaming de Música,18-24,Centro-Oeste,A,1167,1041,89.27,7.14,9.35,95.96,126,10.73,87.0
2023-10-01,2023,Q4,Streaming de Música,18-24,Centro-Oeste,B,944,722,76.52,5.54,8.05,61.25,222,23.48,61.0
2023-10-01,2023,Q4,Streaming de Música,18-24,Centro-Oeste,C,979,561,57.39,3.84,7.6,48.03,418,42.61,52.0
2023-10-01,2023,Q4,Streaming de Música,18-24,Centro-Oeste,D/E,982,313,31.88,2.15,5.74,31.17,669,68.12,7.4
2023-10-01,2023,Q4,Streaming de Música,18-24,Nordeste,A,1117,847,75.88,6.19,9.37,72.52,270,24.12,87.4
2023-10-01,2023,Q4,Streaming de Música,18-24,Nordeste,B,1175,764,65.04,6.54,8.17,76.28,411,34.96,63.4
2023-10-01,2023,Q4,Streaming de Música,18-24,Nordeste,C,919,448,48.78,4.1,10.0,51.35,471,51.22,100.0
2023-10-01,2023,Q4,Streaming de Música,18-24,Nordeste,D/E,1132,306,27.1,2.19,8.21,32.92,826,72.9,64.2
2023-10-01,2023,Q4,Streaming de Música,18-24,Norte,A,1107,839,75.88,7.52,7.52,68.83,268,24.12,50.4
2023-10-01,2023,Q4,Streaming de Música,18-24,Norte,B,836,543,65.04,5.4,6.34,59.85,293,34.96,13.4
2023-10-01,2023,Q4,Streaming de Música,18-24,Norte,C,1123,547,48.78,3.56,5.98,50.77,576,51.22,9.8
2023-10-01,2023,Q4,Streaming de Música,18-24,Norte,D/E,1170,317,27.1,2.27,5.47,29.45,853,72.9,4.7
2023-10-01,2023,Q4,Streaming de Música,25-34,Sul,A,1061,1041,98.2,7.89,8.87,100.0,20,1.8,77.4
2023-10-01,2023,Q4,Streaming de Música,25-34,Sul,B,1112,935,84.17,5.0,4.49,74.29,177,15.83,-2.5
2023-10-01,2023,Q4,Streaming de Música,25-34,Sul,C,979,618,63.13,5.22,7.19,65.19,361,36.87,43.8
2023-10-01,2023,Q4,Streaming de Música,25-34,Sul,D/E,923,323,35.07,0.5,7.12,32.69,600,64.93,42.4
2023-10-01,2023,Q4,Streaming de Música,25-34,Sudeste,A,852,836,98.2,8.79,8.64,100.0,16,1.8,72.8
2023-10-01,2023,Q4,Streaming de Música,25-34,Sudeste,B,872,733,84.17,5.65,7.33,88.38,139,15.83,46.6
2023-10-01,2023,Q4,Streaming de Música,25-34,Sudeste,C,1053,664,63.13,5.25,7.98,60.61,389,36.87,59.6
2023-10-01,2023,Q4,Streaming de Música,25-34,Sudeste,D/E,1113,390,35.07,2.61,5.8,42.8,723,64.93,8.0
2023-10-01,2023,Q4,Streaming de Música,25-34,Centro-Oeste,A,969,865,89.27,8.95,8.72,89.44,104,10.73,74.4
2023-10-01,2023,Q4,Streaming de Música,25-34,Centro-Oeste,B,818,625,76.52,7.8,6.48,72.53,193,23.48,14.8
2023-10-01,2023,Q4,Streaming de Música,25-34,Centro-Oeste,C,942,540,57.39,5.6,3.27,67.84,402,42.61,-8.7
2023-10-01,2023,Q4,Streaming de Música,25-34,Centro-Oeste,D/E,1187,378,31.88,2.98,5.69,31.09,809,68.12,6.9
2023-10-01,2023,Q4,Streaming de Música,25-34,Nordeste,A,1021,774,75.88,6.75,8.0,85.12,247,24.12,60.0
2023-10-01,2023,Q4,Streaming de Música,25-34,Nordeste,B,899,584,65.04,4.76,6.75,68.8,315,34.96,17.5
2023-10-01,2023,Q4,Streaming de Música,25-34,Nordeste,C,1177,574,48.78,4.09,6.7,44.29,603,51.22,17.0
2023-10-01,2023,Q4,Streaming de Música,25-34,Nordeste,D/E,1151,311,27.1,1.15,6.8,30.5,840,72.9,18.0
2023-10-01,2023,Q4,Streaming de Música,25-34,Norte,A,921,698,75.88,6.57,7.71,80.47,223,24.12,54.2
2023-10-01,2023,Q4,Streaming de Música,25-34,Norte,B,1067,693,65.04,5.94,5.47,56.28,374,34.96,4.7
2023-10-01,2023,Q4,Streaming de Música,25-34,Norte,C,931,454,48.78,3.59,8.38,47.03,477,51.22,67.6
2023-10-01,2023,Q4,Streaming de Música,25-34,Norte,D/E,1073,290,27.1,0.54,6.63,26.92,783,72.9,16.3
2023-10-01,2023,Q4,Streaming de Música,35-44,Sul,A,919,694,75.54,6.73,5.47,61.56,225,24.46,4.7
2023-10-01,2023,Q4,Streaming de Música,35-44,Sul,B,990,640,64.75,3.0,8.01,61.46,350,35.25,60.2
2023-10-01,2023,Q4,Streaming de Música,35-44,Sul,C,903,438,48.56,4.49,5.05,33.43,465,51.44,0.5
2023-10-01,2023,Q4,Streaming de Música,35-44,Sul,D/E,818,220,26.98,1.0,8.01,45.76,598,73.02,60.2
2023-10-01,2023,Q4,Streaming de Música,35-44,Sudeste,A,1038,784,75.54,5.25,6.87,70.27,254,24.46,18.7
2023-10-01,2023,Q4,Streaming de Música,35-44,Sudeste,B,858,555,64.75,5.76,9.86,58.86,303,35.25,97.2
2023-10-01,2023,Q4,Streaming de Música,35-44,Sudeste,C,1062,515,48.56,4.53,9.0,37.1,547,51.44,80.0
2023-10-01,2023,Q4,Streaming de Música,35-44,Sudeste,D/E,846,228,26.98,1.69,7.46,35.09,618,73.02,49.2
2023-10-01,2023,Q4,Streaming de Música,35-44,Centro-Oeste,A,1188,815,68.67,7.85,5.03,59.53,373,31.33,0.3
