data,ano,mes,mes_nome,trimestre,canal,tipo_problema,prioridade,quantidade_tickets,tempo_medio_resolucao_horas,satisfacao_media,taxa_resolucao_primeiro_contato,tickets_reabertos,custo_medio_por_ticket,eficiencia_canal
2024-01-01,2024,1,January,Q1,E-mail,Financeiro,Média,36,23.7,3.42,0.42,6,592.39,28.73
2024-01-01,2024,1,January,Q1,E-mail,Financeiro,Alta,21,11.91,3.93,0.43,3,297.65,33.8
2024-01-01,2024,1,January,Q1,E-mail,Financeiro,Crítica,4,9.2,4.16,0.44,0,229.96,36.61
2024-01-01,2024,1,January,Q1,E-mail,Informações,Baixa,42,53.62,3.28,0.35,8,1340.4,22.96
2024-01-01,2024,1,January,Q1,E-mail,Informações,Média,51,32.61,4.04,0.37,9,815.33,29.9
2024-01-01,2024,1,January,Q1,E-mail,Informações,Alta,26,13.33,4.53,0.44,4,333.29,39.86
2024-01-01,2024,1,January,Q1,E-mail,Informações,Crítica,6,9.82,3.31,0.3,1,245.43,19.86
2024-01-01,2024,1,January,Q1,E-mail,Reclamação,Baixa,28,44.42,3.7,0.34,5,1110.38,25.16
2024-01-01,2024,1,January,Q1,E-mail,Reclamação,Média,32,30.14,3.5,0.44,5,753.39,30.8
2024-01-01,2024,1,January,Q1,E-mail,Reclamação,Alta,16,22.59,3.31,0.37,3,564.78,24.49
2024-01-01,2024,1,January,Q1,E-mail,Reclamação,Crítica,4,11.43,3.45,0.37,0,285.86,25.53
2024-01-01,2024,1,January,Q1,E-mail,Sugestão,Baixa,10,49.22,3.29,0.32,2,1230.41,21.06
2024-01-01,2024,1,January,Q1,E-mail,Sugestão,Média,8,22.15,3.35,0.37,1,553.8,24.79
2024-01-01,2024,1,January,Q1,E-mail,Sugestão,Alta,5,25.44,3.34,0.45,0,636.03,30.06
2024-01-01,2024,1,January,Q1,E-mail,Sugestão,Crítica,1,13.87,3.75,0.42,0,346.74,31.5
2024-01-01,2024,1,January,Q1,Chat Online,Técnico,Baixa,57,2.03,3.79,0.7,5,50.84,53.06
2024-01-01,2024,1,January,Q1,Chat Online,Técnico,Média,38,1.53,4.78,0.61,4,38.18,58.32
2024-01-01,2024,1,January,Q1,Chat Online,Técnico,Alta,31,1.08,4.55,0.65,3,26.89,59.15
2024-01-01,2024,1,January,Q1,Chat Online,Técnico,Crítica,5,0.5,4.28,0.7,0,12.5,59.92
2024-01-01,2024,1,January,Q1,Chat Online,Financeiro,Baixa,36,2.89,4.25,0.73,2,72.16,62.05
2024-01-01,2024,1,January,Q1,Chat Online,Financeiro,Média,26,1.46,4.55,0.77,1,36.44,70.07
2024-01-01,2024,1,January,Q1,Chat Online,Financeiro,Alta,13,1.34,4.26,0.79,0,33.56,67.31
2024-01-01,2024,1,January,Q1,Chat Online,Financeiro,Crítica,3,0.5,4.51,0.73,0,12.5,65.85
2024-01-01,2024,1,January,Q1,Chat Online,Informações,Baixa,42,2.55,3.68,0.74,3,63.77,54.46
2024-01-01,2024,1,January,Q1,Chat Online,Informações,Média,28,1.68,4.56,0.79,1,42.12,72.05
2024-01-01,2024,1,January,Q1,Chat Online,Informações,Alta,17,1.06,3.9,0.62,1,26.38,48.36
2024-01-01,2024,1,January,Q1,Chat Online,Informações,Crítica,5,0.5,4.63,0.61,0,12.5,56.49
2024-01-01,2024,1,January,Q1,Chat Online,Reclamação,Baixa,23,1.16,4.69,0.78,1,28.93,73.16
2024-01-01,2024,1,January,Q1,Chat Online,Reclamação,Média,18,2.34,3.06,0.62,2,58.47,37.94
2024-01-01,2024,1,January,Q1,Chat Online,Reclamação,Alta,13,0.83,4.44,0.68,1,20.74,60.38
2024-01-01,2024,1,January,Q1,Chat Online,Reclamação,Crítica,2,1.19,3.74,0.61,0,29.64,45.63
2024-01-01,2024,1,January,Q1,Chat Online,Sugestão,Baixa,6,1.96,4.51,0.72,0,48.89,64.94
2024-01-01,2024,1,January,Q1,Chat Online,Sugestão,Média,5,1.33,3.97,0.7,0,33.18,55.58
2024-01-01,2024,1,January,Q1,Chat Online,Sugestão,Alta,3,1.24,4.54,0.72,0,31.08,65.38
2024-01-01,2024,1,January,Q1,Chat Online,Sugestão,Crítica,1,0.5,4.27,0.77,0,12.5,65.76
2024-01-01,2024,1,January,Q1,WhatsApp,Técnico,Baixa,33,3.96,4.47,0.48,5,99.01,42.91
2024-01-01,2024,1,January,Q1,WhatsApp,Técnico,Média,42,6.96,3.47,0.35,8,173.91,24.29
2024-01-01,2024,1,January,Q1,WhatsApp,Técnico,Alta,22,1.38,4.57,0.31,4,34.58,28.33
2024-01-01,2024,1,January,Q1,WhatsApp,Técnico,Crítica,5,2.33,3.86,0.38,0,58.19,29.34
2024-01-01,2024,1,January,Q1,WhatsApp,Financeiro,Baixa,24,3.79,4.14,0.46,3,94.65,38.09
2024-01-01,2024,1,January,Q1,WhatsApp,Financeiro,Média,20,4.06,3.94,0.43,3,101.48,33.88
2024-01-01,2024,1,January,Q1,WhatsApp,Financeiro,Alta,11,1.85,3.92,0.44,1,46.13,34.5
2024-01-01,2024,1,January,Q1,WhatsApp,Financeiro,Crítica,2,1.57,4.51,0.32,0,39.2,28.86
2024-01-01,2024,1,January,Q1,WhatsApp,Informações,Baixa,34,5.49,4.32,0.44,5,137.27,38.02
2024-01-01,2024,1,January,Q1,WhatsApp,Informações,Média,26,3.47,4.25,0.4,4,86.73,34.0
2024-01-01,2024,1,January,Q1,WhatsApp,Informações,Alta,14,3.47,3.91,0.33,2,86.67,25.81
2024-01-01,2024,1,January,Q1,WhatsApp,Informações,Crítica,3,3.1,3.77,0.34,0,77.6,25.64
2024-01-01,2024,1,January,Q1,WhatsApp,Reclamação,Baixa,17,8.15,4.25,0.39,3,203.82,33.15
2024-01-01,2024,1,January,Q1,WhatsApp,Reclamação,Média,18,3.64,4.51,0.41,3,91.01,36.98
2024-01-01,2024,1,January,Q1,WhatsApp,Reclamação,Alta,9,3.61,4.07,0.37,1,90.37,30.12
2024-01-01,2024,1,January,Q1,WhatsApp,Reclamação,Crítica,2,2.69,4.38,0.42,0,67.19,36.79
2024-01-01,2024,1,January,Q1,WhatsApp,Sugestão,Baixa,6,7.96,3.98,0.37,1,199.11,29.45
2024-01-01,2024,1,January,Q1,WhatsApp,Sugestão,Média,6,2.73,4.56,0.41,1,68.3,37.39
2024-01-01,2024,1,January,Q1,WhatsApp,Sugestão,Alta,3,3.02,3.69,0.36,0,75.54,26.57
2024-01-01,2024,1,January,Q1,WhatsApp,Sugestão,Crítica,1,2.09,4.14,0.48,0,52.23,39.74
2024-01-01,2024,1,January,Q1,Presencial,Técnico,Baixa,16,2.42,4.04,0.79,0,60.42,63.83
2024-01-01,2024,1,January,Q1,Presencial,Técnico,Média,13,1.15,4.56,0.68,1,28.83,62.02
2024-01-01,2024,1,January,Q1,Presencial,Técnico,Alta,10,0.69,4.77,0.69,0,17.32,65.83
2024-01-01,2024,1,January,Q1,Presencial,Técnico,Crítica,2,0.5,4.15,0.77,0,12.5,63.91
2024-01-01,2024,1,January,Q1,Presencial,Financeiro,Baixa,8,2.22,4.32,0.76,0,55.41,65.66
2024-01-01,2024,1,January,Q1,Presencial,Financeiro,Média,10,0.57,4.99,0.78,0,14.18,77.84
2024-01-01,2024,1,January,Q1,Presencial,Financeiro,Alta,5,1.07,4.2,0.78,0,26.66,65.52
2024-01-01,2024,1,January,Q1,Presencial,Financeiro,Crítica,1,0.71,4.24,0.61,0,17.81,51.73
2024-01-01,2024,1,January,Q1,Presencial,Informações,Baixa,12,0.97,4.7,0.6,1,24.36,56.4
2024-01-01,2024,1,January,Q1,Presencial,Informações,Média,9,1.33,4.67,0.8,0,33.31,74.72
2024-01-01,2024,1,January,Q1,Presencial,Informações,Alta,6,0.84,4.54,0.63,0,20.88,57.2
2024-01-01,2024,1,January,Q1,Presencial,Informações,Crítica,1,0.5,4.56,0.77,0,12.5,70.22
2024-01-01,2024,1,January,Q1,Presencial,Reclamação,Baixa,8,1.44,4.39,0.7,0,35.94,61.46
2024-01-01,2024,1,January,Q1,Presencial,Reclamação,Média,6,1.12,4.43,0.67,0,28.1,59.36
2024-01-01,2024,1,January,Q1,Presencial,Reclamação,Alta,3,0.76,3.94,0.68,0,19.04,53.58
2024-01-01,2024,1,January,Q1,Presencial,Reclamação,Crítica,1,0.53,4.43,0.8,0,13.28,70.88
2024-01-01,2024,1,January,Q1,Presencial,Sugestão,Baixa,2,2.17,4.06,0.74,0,54.13,60.09
2024-01-01,2024,1,January,Q1,Presencial,Sugestão,Média,2,1.04,4.77,0.69,0,25.98,65.83
2024-01-01,2024,1,January,Q1,Presencial,Sugestão,Alta,1,0.68,4.42,0.69,0,16.98,61.0
2024-01-01,2024,1,January,Q1,Presencial,Sugestão,Crítica,1,0.63,4.66,0.75,0,15.8,69.9
2024-02-01,2024,2,February,Q1,Telefone,Técnico,Baixa,48,4.13,3.94,0.67,4,103.15,52.8
2024-02-01,2024,2,February,Q1,Telefone,Técnico,Média,50,2.62,3.73,0.71,4,65.58,52.97
2024-02-01,2024,2,February,Q1,Telefone,Técnico,Alta,24,2.41,4.21,0.64,2,60.17,53.89
2024-02-01,2024,2,February,Q1,Telefone,Técnico,Crítica,5,1.95,2.77,0.78,0,48.66,43.21
2024-02-01,2024,2,February,Q1,Telefone,Financeiro,Baixa,35,5.58,3.86,0.69,3,139.56,53.27
2024-02-01,2024,2,February,Q1,Telefone,Financeiro,Média,29,2.1,3.44,0.73,2,52.55,50.22
2024-02-01,2024,2,February,Q1,Telefone,Financeiro,Alta,12,2.16,3.95,0.68,1,53.93,53.72
2024-02-01,2024,2,February,Q1,Telefone,Financeiro,Crítica,3,1.41,3.96,0.66,0,35.14,52.27
2024-02-01,2024,2,February,Q1,Telefone,Informações,Baixa,35,4.49,4.36,0.63,3,112.2,54.94
2024-02-01,2024,2,February,Q1,Telefone,Informações,Média,30,2.72,3.99,0.8,1,68.1,63.84
2024-02-01,2024,2,February,Q1,Telefone,Informações,Alta,21,1.56,4.41,0.67,2,38.97,59.09
2024-02-01,2024,2,February,Q1,Telefone,Informações,Crítica,5,0.65,4.5,0.68,0,16.32,61.2
2024-02-01,2024,2,February,Q1,Telefone,Reclamação,Baixa,25,4.14,3.75,0.64,2,103.61,48.0
2024-02-01,2024,2,February,Q1,Telefone,Reclamação,Média,21,1.62,4.34,0.66,2,40.61,57.29
2024-02-01,2024,2,February,Q1,Telefone,Reclamação,Alta,12,1.36,4.44,0.71,1,33.92,63.05
2024-02-01,2024,2,February,Q1,Telefone,Reclamação,Crítica,2,1.22,3.36,0.62,0,30.58,41.66
2024-02-01,2024,2,February,Q1,Telefone,Sugestão,Baixa,8,3.97,3.83,0.74,0,99.15,56.68
2024-02-01,2024,2,February,Q1,Telefone,Sugestão,Média,7,4.1,3.65,0.8,0,102.54,58.4
2024-02-01,2024,2,February,Q1,Telefone,Sugestão,Alta,4,2.68,3.56,0.8,0,66.9,56.96
2024-02-01,2024,2,February,Q1,Telefone,Sugestão,Crítica,1,0.79,4.38,0.73,0,19.73,63.95
2024-02-01,2024,2,February,Q1,E-mail,Técnico,Baixa,50,41.58,3.13,0.33,10,1039.43,20.66
2024-02-01,2024,2,February,Q1,E-mail,Técnico,Média,46,20.5,3.78,0.4,8,512.4,30.24
2024-02-01,2024,2,February,Q1,E-mail,Técnico,Alta,34,14.05,3.1,0.42,5,351.21,26.04
2024-02-01,2024,2,February,Q1,E-mail,Técnico,Crítica,8,9.46,4.02,0.3,1,236.4,24.12
2024-02-01,2024,2,February,Q1,E-mail,Financeiro,Baixa,32,40.7,3.28,0.43,5,1017.51,28.21
2024-02-01,2024,2,February,Q1,E-mail,Financeiro,Média,24,20.4,3.7,0.39,4,510.1,28.86
2024-02-01,2024,2,February,Q1,E-mail,Financeiro,Alta,18,8.41,3.2,0.31,3,210.19,19.84
2024-02-01,2024,2,February,Q1,E-mail,Financeiro,Crítica,4,12.75,3.54,0.38,0,318.71,26.9
2024-02-01,2024,2,February,Q1,E-mail,Informações,Baixa,41,39.2,3.54,0.35,7,979.9,24.78
2024-02-01,2024,2,February,Q1,E-mail,Informações,Média,36,27.39,3.88,0.32,7,684.85,24.83
2024-02-01,2024,2,February,Q1,E-mail,Informações,Alta,22,17.02,3.09,0.41,3,425.61,25.34
2024-02-01,2024,2,February,Q1,E-mail,Informações,Crítica,6,5.63,3.71,0.35,1,140.87,25.97
2024-02-01,2024,2,February,Q1,E-mail,Reclamação,Baixa,28,33.02,3.13,0.34,5,825.51,21.28
2024-02-01,2024,2,February,Q1,E-mail,Reclamação,Média,24,8.47,3.69,0.37,4,211.84,27.31
2024-02-01,2024,2,February,Q1,E-mail,Reclamação,Alta,14,25.56,3.13,0.48,2,638.99,30.05
2024-02-01,2024,2,February,Q1,E-mail,Reclamação,Crítica,3,13.22,3.46,0.3,0,330.49,20.76
2024-02-01,2024,2,February,Q1,E-mail,Sugestão,Baixa,7,32.74,3.66,0.35,1,818.39,25.62
2024-02-01,2024,2,February,Q1,E-mail,Sugestão,Média,6,15.91,4.41,0.45,0,397.82,39.69
2024-02-01,2024,2,February,Q1,E-mail,Sugestão,Alta,4,11.47,3.99,0.49,0,286.75,39.1
2024-02-01,2024,2,February,Q1,E-mail,Sugestão,Crítica,1,8.48,3.85,0.33,0,212.1,25.41
2024-02-01,2024,2,February,Q1,Chat Online,Técnico,Baixa,33,3.07,4.32,0.75,2,76.65,64.8
2024-02-01,2024,2,February,Q1,Chat Online,Técnico,Média,29,1.17,3.91,0.74,2,29.2,57.87
2024-02-01,2024,2,February,Q1,Chat Online,Técnico,Alta,19,1.23,3.63,0.75,1,30.64,54.45
2024-02-01,2024,2,February,Q1,Chat Online,Técnico,Crítica,3,0.74,4.12,0.63,0,18.62,51.91
2024-02-01,2024,2,February,Q1,Chat Online,Financeiro,Baixa,22,2.02,3.77,0.64,2,50.62,48.26
2024-02-01,2024,2,February,Q1,Chat Online,Financeiro,Média,18,1.7,3.97,0.61,2,42.42,48.43
2024-02-01,2024,2,February,Q1,Chat Online,Financeiro,Alta,8,0.5,4.74,0.79,0,12.5,74.89
2024-02-01,2024,2,February,Q1,Chat Online,Financeiro,Crítica,3,0.86,4.61,0.69,0,21.53,63.62
2024-02-01,2024,2,February,Q1,Chat Online,Informações,Baixa,24,2.34,4.37,0.72,2,58.47,62.93
2024-02-01,2024,2,February,Q1,Chat Online,Informações,Média,20,1.24,3.64,0.62,2,31.07,45.14
2024-02-01,2024,2,February,Q1,Chat Online,Informações,Alta,14,0.81,4.65,0.71,1,20.34,66.03
2024-02-01,2024,2,February,Q1,Chat Online,Informações,Crítica,3,0.81,4.12,0.68,0,20.34,56.03
2024-02-01,2024,2,February,Q1,Chat Online,Reclamação,Baixa,14,1.98,3.86,0.77,0,49.53,59.44
2024-02-01,2024,2,February,Q1,Chat Online,Reclamação,Média,12,1.38,4.11,0.77,0,34.43,63.29
2024-02-01,2024,2,February,Q1,Chat Online,Reclamação,Alta,7,1.46,4.33,0.63,0,36.44,54.56
2024-02-01,2024,2,February,Q1,Chat Online,Reclamação,Crítica,1,0.78,4.27,0.72,0,19.52,61.49
2024-02-01,2024,2,February,Q1,Chat Online,Sugestão,Baixa,5,3.28,4.07,0.67,0,81.94,54.54
2024-02-01,2024,2,February,Q1,Chat Online,Sugestão,Média,4,1.25,4.68,0.8,0,31.17,74.88
2024-02-01,2024,2,February,Q1,Chat Online,Sugestão,Alta,2,1.28,4.01,0.69,0,32.05,55.34
2024-02-01,2024,2,February,Q1,Chat Online,Sugestão,Crítica,1,1.12,4.1,0.69,0,27.94,56.58
2024-02-01,2024,2,February,Q1,WhatsApp,Técnico,Baixa,28,8.74,3.87,0.42,4,218.6,32.51
2024-02-01,2024,2,February,Q1,WhatsApp,Técnico,Média,30,3.81,3.46,0.31,6,95.36,21.45
2024-02-01,2024,2,February,Q1,WhatsApp,Técnico,Alta,18,2.78,4.03,0.3,3,69.59,24.18
2024-02-01,2024,2,February,Q1,WhatsApp,Técnico,Crítica,3,2.7,4.48,0.46,0,67.51,41.22
2024-02-01,2024,2,February,Q1,WhatsApp,Financeiro,Baixa,16,7.38,4.32,0.36,3,184.44,31.1
2024-02-01,2024,2,February,Q1,WhatsApp,Financeiro,Média,16,3.81,3.65,0.48,2,95.34,35.04
2024-02-01,2024,2,February,Q1,WhatsApp,Financeiro,Alta,9,3.06,4.34,0.34,1,76.41,29.51
2024-02-01,2024,2,February,Q1,WhatsApp,Financeiro,Crítica,2,0.5,4.34,0.32,0,12.5,27.78
2024-02-01,2024,2,February,Q1,WhatsApp,Informações,Baixa,22,2.94,4.08,0.49,3,73.47,39.98
2024-02-01,2024,2,February,Q1,WhatsApp,Informações,Média,19,4.23,4.48,0.44,3,105.66,39.42
2024-02-01,2024,2,February,Q1,WhatsApp,Informações,Alta,10,2.84,4.21,0.47,1,70.99,39.57
2024-02-01,2024,2,February,Q1,WhatsApp,Informações,Crítica,2,2.18,3.8,0.3,0,54.43,22.8
2024-02-01,2024,2,February,Q1,WhatsApp,Reclamação,Baixa,13,6.88,3.65,0.5,1,172.01,36.5
2024-02-01,2024,2,February,Q1,WhatsApp,Reclamação,Média,12,4.04,4.4,0.4,2,100.99,35.2
2024-02-01,2024,2,February,Q1,WhatsApp,Reclamação,Alta,8,2.98,4.09,0.36,1,74.55,29.45
2024-02-01,2024,2,February,Q1,WhatsApp,Reclamação,Crítica,1,1.82,3.55,0.4,0,45.48,28.4
2024-02-01,2024,2,February,Q1,WhatsApp,Sugestão,Baixa,4,5.65,4.27,0.3,0,141.3,25.62
2024-02-01,2024,2,February,Q1,WhatsApp,Sugestão,Média,4,4.51,3.66,0.3,0,112.67,21.96
2024-02-01,2024,2,February,Q1,WhatsApp,Sugestão,Alta,2,1.33,4.09,0.48,0,33.36,39.26
2024-02-01,2024,2,February,Q1,WhatsApp,Sugestão,Crítica,1,1.89,3.97,0.43,0,47.25,34.14
2024-02-01,2024,2,February,Q1,Presencial,Técnico,Baixa,13,1.04,5.0,0.77,0,25.9,77.0
2024-02-01,2024,2,February,Q1,Presencial,Técnico,Média,9,1.53,3.83,0.64,0,38.13,49.02
2024-02-01,2024,2,February,Q1,Presencial,Técnico,Alta,6,0.5,5.0,0.77,0,12.62,77.0
2024-02-01,2024,2,February,Q1,Presencial,Técnico,Crítica,1,0.66,3.87,0.72,0,16.57,55.73
2024-02-01,2024,2,February,Q1,Presencial,Financeiro,Baixa,6,0.74,4.48,0.68,0,18.41,60.93
2024-02-01,2024,2,February,Q1,Presencial,Financeiro,Média,6,1.21,4.49,0.66,0,30.33,59.27
2024-02-01,2024,2,February,Q1,Presencial,Financeiro,Alta,3,0.75,4.94,0.71,0,18.72,70.15
2024-02-01,2024,2,February,Q1,Presencial,Financeiro,Crítica,1,0.5,4.3,0.8,0,12.5,68.8
2024-02-01,2024,2,February,Q1,Presencial,Informações,Baixa,8,1.65,4.72,0.67,0,41.33,63.25
2024-02-01,2024,2,February,Q1,Presencial,Informações,Média,8,0.86,4.21,0.67,0,21.57,56.41
2024-02-01,2024,2,February,Q1,Presencial,Informações,Alta,3,0.92,4.59,0.68,0,23.1,62.42
2024-02-01,2024,2,February,Q1,Presencial,Informações,Crítica,1,0.5,4.94,0.63,0,12.5,62.24
2024-02-01,2024,2,February,Q1,Presencial,Reclamação,Baixa,6,1.7,4.75,0.6,0,42.43,57.0
2024-02-01,2024,2,February,Q1,Presencial,Reclamação,Média,4,1.04,4.28,0.75,0,25.89,64.2
2024-02-01,2024,2,February,Q1,Presencial,Reclamação,Alta,2,0.74,4.86,0.74,0,18.54,71.93
2024-02-01,2024,2,February,Q1,Presencial,Reclamação,Crítica,1,0.5,4.21,0.77,0,12.5,64.83
2024-02-01,2024,2,February,Q1,Presencial,Sugestão,Baixa,1,2.66,4.05,0.74,0,66.49,59.94
2024-02-01,2024,2,February,Q1,Presencial,Sugestão,Média,1,1.06,4.43,0.7,0,26.4,62.02
2024-02-01,2024,2,February,Q1,Presencial,Sugestão,Alta,1,0.77,3.68,0.79,0,19.23,58.14
2024-02-01,2024,2,February,Q1,Presencial,Sugestão,Crítica,1,0.62,4.68,0.74,0,15.62,69.26
2024-03-01,2024,3,March,Q1,Telefone,Técnico,Baixa,51,4.02,3.88,0.62,5,100.62,48.11
2024-03-01,2024,3,March,Q1,Telefone,Técnico,Média,50,1.36,3.94,0.77,3,33.94,60.68
2024-03-01,2024,3,March,Q1,Telefone,Técnico,Alta,24,1.43,4.04,0.6,2,35.73,48.48
2024-03-01,2024,3,March,Q1,Telefone,Técnico,Crítica,6,1.34,3.68,0.66,0,33.58,48.58
2024-03-01,2024,3,March,Q1,Telefone,Financeiro,Baixa,28,3.47,3.66,0.76,2,86.78,55.63
2024-03-01,2024,3,March,Q1,Telefone,Financeiro,Média,21,2.99,3.87,0.74,1,74.85,57.28
2024-03-01,2024,3,March,Q1,Telefone,Financeiro,Alta,16,1.6,3.66,0.78,1,39.88,57.1
2024-03-01,2024,3,March,Q1,Telefone,Financeiro,Crítica,3,1.77,4.16,0.68,0,44.35,56.58
2024-03-01,2024,3,March,Q1,Telefone,Informações,Baixa,29,4.5,4.12,0.69,2,112.62,56.86
2024-03-01,2024,3,March,Q1,Telefone,Informações,Média,36,1.56,3.8,0.77,2,38.99,58.52
2024-03-01,2024,3,March,Q1,Telefone,Informações,Alta,20,1.17,4.11,0.64,2,29.33,52.61
2024-03-01,2024,3,March,Q1,Telefone,Informações,Crítica,4,1.66,3.69,0.79,0,41.61,58.3
2024-03-01,2024,3,March,Q1,Telefone,Reclamação,Baixa,24,5.16,3.64,0.67,2,129.12,48.78
2024-03-01,2024,3,March,Q1,Telefone,Reclamação,Média,16,2.43,3.68,0.78,1,60.72,57.41
2024-03-01,2024,3,March,Q1,Telefone,Reclamação,Alta,9,1.66,3.78,0.78,0,41.5,58.97
2024-03-01,2024,3,March,Q1,Telefone,Reclamação,Crítica,2,0.61,4.22,0.61,0,15.23,51.48
2024-03-01,2024,3,March,Q1,Telefone,Sugestão,Baixa,5,3.65,4.28,0.67,0,91.24,57.35
2024-03-01,2024,3,March,Q1,Telefone,Sugestão,Média,6,2.96,3.9,0.66,0,74.09,51.48
2024-03-01,2024,3,March,Q1,Telefone,Sugestão,Alta,3,2.56,4.22,0.7,0,63.93,59.08
2024-03-01,2024,3,March,Q1,Telefone,Sugestão,Crítica,1,1.87,3.66,0.65,0,46.85,47.58
2024-03-01,2024,3,March,Q1,E-mail,Técnico,Baixa,51,33.5,3.49,0.46,8,837.6,32.11
2024-03-01,2024,3,March,Q1,E-mail,Técnico,Média,44,18.66,3.84,0.33,8,466.42,25.34
2024-03-01,2024,3,March,Q1,E-mail,Técnico,Alta,31,19.51,3.54,0.5,4,487.72,35.4
2024-03-01,2024,3,March,Q1,E-mail,Técnico,Crítica,6,14.78,3.37,0.5,0,369.5,33.7
2024-03-01,2024,3,March,Q1,E-mail,Financeiro,Baixa,32,42.72,3.7,0.37,6,1068.11,27.38
2024-03-01,2024,3,March,Q1,E-mail,Financeiro,Média,28,27.67,3.77,0.3,5,691.63,22.62
2024-03-01,2024,3,March,Q1,E-mail,Financeiro,Alta,14,14.73,3.34,0.48,2,368.16,32.06
2024-03-01,2024,3,March,Q1,E-mail,Financeiro,Crítica,3,9.48,3.49,0.42,0,236.88,29.32
2024-03-01,2024,3,March,Q1,E-mail,Informações,Baixa,39,29.99,3.36,0.35,7,749.87,23.52
2024-03-01,2024,3,March,Q1,E-mail,Informações,Média,33,18.99,3.78,0.45,5,474.8,34.02
2024-03-01,2024,3,March,Q1,E-mail,Informações,Alta,18,10.28,4.07,0.41,3,256.98,33.37
2024-03-01,2024,3,March,Q1,E-mail,Informações,Crítica,5,11.51,3.57,0.37,0,287.63,26.42
2024-03-01,2024,3,March,Q1,E-mail,Reclamação,Baixa,22,25.42,3.8,0.37,4,635.6,28.12
2024-03-01,2024,3,March,Q1,E-mail,Reclamação,Média,17,27.45,3.54,0.5,2,686.25,35.4
2024-03-01,2024,3,March,Q1,E-mail,Reclamação,Alta,11,22.13,3.59,0.32,2,553.37,22.98
2024-03-01,2024,3,March,Q1,E-mail,Reclamação,Crítica,3,7.21,3.68,0.38,0,180.2,27.97
2024-03-01,2024,3,March,Q1,E-mail,Sugestão,Baixa,6,24.49,4.05,0.36,1,612.17,29.16
2024-03-01,2024,3,March,Q1,E-mail,Sugestão,Média,5,23.85,3.84,0.41,0,596.37,31.49
2024-03-01,2024,3,March,Q1,E-mail,Sugestão,Alta,3,10.34,3.69,0.45,0,258.49,33.21
2024-03-01,2024,3,March,Q1,E-mail,Sugestão,Crítica,1,13.11,3.33,0.34,0,327.84,22.64
2024-03-01,2024,3,March,Q1,Chat Online,Técnico,Baixa,37,3.46,3.57,0.72,3,86.41,51.41
2024-03-01,2024,3,March,Q1,Chat Online,Técnico,Média,35,1.05,4.81,0.66,3,26.24,63.49
2024-03-01,2024,3,March,Q1,Chat Online,Técnico,Alta,18,0.92,4.32,0.6,2,22.91,51.84
2024-03-01,2024,3,March,Q1,Chat Online,Técnico,Crítica,3,0.65,4.11,0.71,0,16.15,58.36
2024-03-01,2024,3,March,Q1,Chat Online,Financeiro,Baixa,24,1.68,4.71,0.68,2,42.02,64.06
2024-03-01,2024,3,March,Q1,Chat Online,Financeiro,Média,18,1.69,4.32,0.78,1,42.32,67.39
2024-03-01,2024,3,March,Q1,Chat Online,Financeiro,Alta,10,0.84,4.6,0.71,0,20.95,65.32
2024-03-01,2024,3,March,Q1,Chat Online,Financeiro,Crítica,2,1.19,3.4,0.65,0,29.74,44.2
2024-03-01,2024,3,March,Q1,Chat Online,Informações,Baixa,22,1.74,4.29,0.8,1,43.43,68.64
2024-03-01,2024,3,March,Q1,Chat Online,Informações,Média,21,1.56,3.88,0.77,1,38.96,59.75
2024-03-01,2024,3,March,Q1,Chat Online,Informações,Alta,14,1.22,3.67,0.74,1,30.46,54.32
2024-03-01,2024,3,March,Q1,Chat Online,Informações,Crítica,3,0.94,4.31,0.77,0,23.42,66.37
2024-03-01,2024,3,March,Q1,Chat Online,Reclamação,Baixa,16,3.55,3.41,0.76,1,88.71,51.83
2024-03-01,2024,3,March,Q1,Chat Online,Reclamação,Média,11,1.99,4.17,0.65,1,49.63,54.21
2024-03-01,2024,3,March,Q1,Chat Online,Reclamação,Alta,7,0.96,3.9,0.64,0,24.01,49.92
2024-03-01,2024,3,March,Q1,Chat Online,Reclamação,Crítica,1,0.65,4.08,0.65,0,16.22,53.04
2024-03-01,2024,3,March,Q1,Chat Online,Sugestão,Baixa,5,1.27,4.61,0.75,0,31.86,69.15
2024-03-01,2024,3,March,Q1,Chat Online,Sugestão,Média,4,1.6,4.38,0.69,0,40.03,60.44
2024-03-01,2024,3,March,Q1,Chat Online,Sugestão,Alta,2,0.87,4.46,0.67,0,21.73,59.76
2024-03-01,2024,3,March,Q1,Chat Online,Sugestão,Crítica,1,1.06,4.14,0.75,0,26.58,62.1
2024-03-01,2024,3,March,Q1,WhatsApp,Técnico,Baixa,38,6.35,3.74,0.46,6,158.7,34.41
2024-03-01,2024,3,March,Q1,WhatsApp,Técnico,Média,28,5.11,4.07,0.43,4,127.87,35.0
2024-03-01,2024,3,March,Q1,WhatsApp,Técnico,Alta,22,2.32,4.29,0.49,3,58.0,42.04
2024-03-01,2024,3,March,Q1,WhatsApp,Técnico,Crítica,4,2.23,4.46,0.32,0,55.71,28.54
2024-03-01,2024,3,March,Q1,WhatsApp,Financeiro,Baixa,22,8.12,3.83,0.45,3,202.96,34.47
2024-03-01,2024,3,March,Q1,WhatsApp,Financeiro,Média,22,4.05,3.95,0.43,3,101.37,33.97
2024-03-01,2024,3,March,Q1,WhatsApp,Financeiro,Alta,13,1.41,4.0,0.42,2,35.3,33.6
